"","[0,5)","[5,10)","[10,15)","[15,20)","[20,25)","[25,30)","[30,35)","[35,40)","[40,45)","[45,50)","[50,55)","[55,60)","[60,65)","[65,70)","[70,75)","[75,80)","[80,Inf)"
"[0,5)",2.95040134092051,1.688917912709,0.624455857303744,0.389796094604841,0.524269292506613,1.01756402757216,1.51934766066995,1.32011028265733,0.848391900259422,0.631931277833827,0.583720314128576,0.551016635414123,0.464984005522338,0.35487843502361,0.260213099736437,0.179270343665182,0.107650913520211
"[5,10)",1.67651957045935,8.38113714932452,2.15861655677353,0.571739872885216,0.408325148532466,0.660342264424964,1.24381738375171,1.54042188623029,1.15285926572973,0.778433192986056,0.640428271668087,0.554255769238514,0.493617142124314,0.438476606036875,0.35610500652783,0.257458103424698,0.167781432007931
"[10,15)",0.617045878440534,2.14929004392815,12.3891112503269,2.33192993094514,0.666547180345654,0.537427827244648,0.798058475411546,1.24947312846375,1.35421576820417,1.0046319189733,0.704999078432692,0.486841020594503,0.349107545602804,0.315484616658494,0.281110076792025,0.215312828970802,0.145439183677702
"[15,20)",0.381206046034879,0.563360940162641,2.30857350625906,10.8723136273934,2.27700753852525,0.907202917226116,0.752858604813533,0.911879989006037,1.22815505049725,1.28166807628369,0.922951070477092,0.525690917257163,0.303542428783557,0.245198120110448,0.23765079832755,0.207271030194802,0.155461767301897
"[20,25)",0.502555862101463,0.394368307147138,0.646614003329451,2.23243729472208,5.7395069335595,2.0945214355256,1.17404547876379,0.962336404950724,1.03295647061367,1.27670572700627,1.25383766121882,0.803161838111123,0.414245824105698,0.265233345919099,0.238724132295342,0.22596492705141,0.195925006102345
"[25,30)",0.961218671515358,0.628485847649828,0.513765444203381,0.876279384056751,2.06407384514177,3.3658870567646,1.91836894969294,1.23255193945545,1.02982281745437,1.0837292883926,1.23139407876116,1.09026510567157,0.66377427927938,0.360631827180565,0.253651615011417,0.224012708608725,0.215255834354501
"[30,35)",1.4087398427422,1.16197347352039,0.74884621357681,0.713780630060333,1.13560849957759,1.88298864976045,2.62661085392081,1.70423287973594,1.15922128216943,1.00770019622991,1.01193954604804,1.04278206133301,0.89190856899149,0.557207226160947,0.312894575251031,0.212020624027585,0.203693363072344
"[35,40)",1.16445212633221,1.36904290863636,1.11537943449264,0.822482778378202,0.885540477841094,1.15094932104735,1.62132410401124,2.18773645687003,1.49929396576131,1.08255620910612,0.914501413494702,0.828283010895112,0.821228041931249,0.729089811682994,0.465171835765333,0.248648119695018,0.192364309329931
"[40,45)",0.684014805091983,0.936507452956161,1.10494622475554,1.01251132683318,0.868802549176962,0.878963914586598,1.00800270563643,1.37039920394796,1.7844335984961,1.28421251867598,0.905584393984363,0.671460090553753,0.571431045617905,0.610365884422868,0.567670043771727,0.344066052001446,0.207182061660245
"[45,50)",0.452028918079472,0.561026879326905,0.727256527278754,0.937453291473603,0.952702383937159,0.820647641205932,0.77741707399657,0.877880492467233,1.13937285157597,1.47326188892692,1.04940324172721,0.636212170939845,0.433478800718718,0.399295434876712,0.458583589332659,0.412754911316637,0.269203224315595
"[50,55)",0.363830991037496,0.402190059784385,0.44470060364484,0.588235544216542,0.815279026758047,0.812515192312491,0.68026137708611,0.646201316706842,0.700091529793314,0.91441274513217,1.23992813334391,0.797250304562658,0.445994935266012,0.32744456251473,0.324612874542819,0.371027737818364,0.354845313300436
"[55,60)",0.29184452037288,0.295776053914734,0.260950591062182,0.284704944656229,0.443772080604525,0.611305766793079,0.595671399190528,0.497340884133174,0.441101007070733,0.471077583179113,0.677465795299987,0.964916223405366,0.592719695648163,0.354441007135566,0.289080657665222,0.289533426730712,0.354430190762976
"[60,65)",0.200558482827745,0.214515762710415,0.152386517726954,0.133875199071723,0.186393703785513,0.303083984757802,0.41490600598231,0.401564550951594,0.305701707691228,0.261381301913514,0.308629948449629,0.482687449955984,0.718670262178461,0.46679291285682,0.307019040540284,0.235116474747715,0.235330405537902
"[65,70)",0.119748941587088,0.149074876077157,0.107734437761153,0.0846032241656564,0.0933663273929026,0.128823671905604,0.202784696916563,0.278908454621346,0.255454370497351,0.188360594099362,0.177269890072114,0.225813136619079,0.36518552968484,0.600217120325688,0.40161366489546,0.209516843954167,0.134412827997126
"[70,75)",0.0675018267213449,0.0930744341041232,0.0737984212524047,0.0630381342322347,0.0646030126171394,0.0696568047214415,0.0875408515952312,0.136800711879125,0.182647342737063,0.166306227131796,0.135100584573592,0.141585432173218,0.184649722131938,0.308747052087813,0.502407090890979,0.25757722106931,0.112554983448186
"[75,80)",0.0340210955971567,0.0492280196385485,0.0413517638657054,0.0402213046630867,0.0447353621780288,0.0450040966627709,0.0433954620097124,0.0534950501862119,0.0809865092670176,0.109505447972542,0.11296693372148,0.103741308561582,0.103447472558923,0.117832939936192,0.188434725436228,0.262691344119182,0.115187162466604
"[80,Inf)",0.0191436285987012,0.0300618976927234,0.0261741300853481,0.028268830673142,0.0363468256029061,0.0405229467866029,0.0390669748442944,0.0387810544807817,0.0456972118031246,0.0669253159337712,0.101239672625756,0.11900094660392,0.0970245332899112,0.0708361884708688,0.077158699543078,0.107937107641135,0.0893877583526232
